,geometry,block,line_type,block_w_type
SLE.4.2.1_1_1632new_steiner,,SLE.4.2.1_1_1632,new_steiner,SLE.4.2.1_1_1632new_steiner
SLE.4.2.1_1_1632existing_steiner,,SLE.4.2.1_1_1632,existing_steiner,SLE.4.2.1_1_1632existing_steiner
